3,68,9,2,10,93,797.5
7,44,9,5,5,44,450.6
2,45,9,4,2,67,558.7
2,70,6,5,5,58,582.4
7,55,8,8,8,70,636
6,70,5,11,7,90,776
3,64,5,2,14,50,545
9,87,9,9,5,84,808.4
10,85,5,10,10,62,684
6,72,8,1,9,46,548
10,52,9,8,10,54,556.2
10,91,8,5,3,81,789.9
6,49,5,2,12,52,510.2
1,63,9,8,7,71,654.5
4,49,8,5,19,92,766.8
10,80,7,10,14,60,680.4
6,70,7,10,6,80,725.2
6,52,8,3,0,90,701.8
11,42,8,7,8,93,730.3
5,98,4,4,7,41,575.7
1,89,4,11,1,77,726.7
8,91,6,11,13,81,818.3
5,73,9,10,11,55,620.5
5,88,6,6,16,77,785.5
7,67,6,10,18,66,677.6
4,58,5,8,5,41,456.1
6,62,7,1,20,87,776.5
4,84,5,2,4,57,611.5
3,71,9,8,5,54,582.2
7,52,8,7,2,54,517.4
8,72,4,10,15,66,675.6
4,73,9,9,17,60,665.2
2,72,8,2,13,70,686.8
10,95,9,8,14,93,913.3
3,44,8,6,3,58,509.6
1,95,4,1,10,35,532.3
8,42,8,4,4,92,701.6
3,100,6,2,8,87,840.5
10,99,9,7,4,62,719.6
7,46,4,9,6,60,530.8
10,63,8,6,17,68,683.2
5,61,6,4,17,60,612
10,84,6,5,19,70,754
5,100,7,11,1,39,571.9
7,62,6,1,12,90,763.4
9,69,5,4,12,36,490.6
5,99,4,10,16,66,754
1,57,4,3,16,68,622.6
10,71,4,9,5,84,740.4
10,95,8,6,13,64,743.6
1,92,9,4,20,58,709.4
2,46,8,3,13,62,566
6,72,5,4,11,80,732.2
9,44,9,8,4,37,416.3
8,88,6,5,4,87,804.5
5,67,8,11,3,84,731.6
1,100,9,1,12,88,867.6
7,47,6,5,3,44,439.6
5,54,9,8,17,40,499
6,91,6,11,15,68,749.6
7,43,9,4,17,65,602.7
3,73,8,2,1,86,739
10,44,8,3,3,77,624.5
3,72,5,11,19,84,783.8
5,96,7,9,16,80,834
6,44,4,7,19,92,740.6
9,77,8,3,5,86,777.8
5,73,8,5,17,47,586.5
1,97,6,3,19,95,910.1
4,65,7,10,6,93,777.7
5,40,8,4,12,73,612.3
10,43,9,8,8,87,703.9
10,78,7,3,1,92,797.8
5,93,4,3,7,54,631
7,65,9,11,13,66,669
4,72,6,11,17,44,563.4
1,72,5,8,0,60,579.6
5,47,9,10,8,53,521.3
7,59,4,10,8,63,594.3
10,55,9,7,1,95,758.9
10,60,7,7,15,47,548.7
6,84,7,10,3,88,801
5,94,4,2,12,68,726.8
4,95,7,7,16,54,683.6
2,65,9,10,10,78,713.6
4,62,5,11,1,74,639.6
10,57,9,10,3,52,538.8
10,70,5,3,11,91,793.5
3,91,7,7,1,68,695.6
10,81,9,4,0,82,758.4
1,51,7,8,5,42,443.4
8,40,5,8,15,50,493.6
5,81,7,6,1,74,701.4
4,48,8,3,13,57,548.5
8,42,6,6,19,66,603.2
7,99,9,6,11,47,653.7
2,90,8,3,18,60,704
1,65,7,11,2,72,643.8
11,48,7,4,18,35,455.3
4,81,6,2,10,36,511.8
8,90,7,1,3,73,729.7
2,55,6,2,16,47,510.7
3,63,9,7,16,61,632.9
1,89,5,10,6,38,532.4
1,53,6,5,4,75,619.5
3,100,6,9,18,85,871.9
11,42,8,3,20,54,551.8
5,73,7,2,18,37,526.9
3,72,9,4,8,57,607.1
1,89,5,2,16,36,545.8
1,63,4,11,8,50,524
8,48,6,7,13,44,481
10,52,4,10,4,62,560.2
11,41,7,6,1,78,615.4
2,46,6,8,14,52,511.6
3,87,4,5,15,36,539.6
2,60,8,2,18,48,546.8
3,58,4,4,0,78,631.4
7,64,8,1,11,54,576.8
1,86,5,2,18,90,840.6
10,61,7,4,19,90,798.2
8,50,9,6,14,90,755.4
10,72,4,4,4,74,679
10,71,6,4,0,57,577.7
10,60,7,11,10,88,762
2,78,4,10,8,94,811.8
3,59,6,10,6,41,467.3
9,47,6,2,1,79,625.7
7,81,9,9,16,81,807.3
4,76,9,10,15,48,602.6
10,48,6,8,15,71,641.5
5,64,9,8,13,42,526.4
2,64,6,5,1,84,693.8
11,72,4,3,18,39,534.9
8,41,5,6,2,57,488.5
4,58,9,9,7,75,668.7
9,85,8,8,20,44,627.8
5,59,8,7,18,83,748.3
9,81,8,11,15,61,695.9
4,80,5,8,3,91,790.3
10,81,6,4,7,69,697.5
5,68,6,6,0,35,440.1
9,45,7,5,3,41,425.5
8,56,8,2,6,81,687.5
3,99,8,8,0,85,815.3
1,64,6,3,17,42,512.8
3,77,8,5,3,45,535.9
4,43,6,8,19,68,611.6
2,69,6,11,13,86,767.8
1,59,9,9,7,62,594.2
7,42,6,9,17,68,609
8,62,4,5,6,77,669.5
7,90,4,2,2,54,607.8
5,57,4,7,20,62,616
1,65,4,11,13,83,728.5
7,95,5,11,11,95,894.1
7,75,7,7,14,76,743.8
9,47,7,8,7,71,613.7
3,56,6,8,4,37,427.1
9,70,8,5,16,43,560.1
1,76,4,1,9,86,752.4
1,84,7,11,10,56,640
4,96,7,4,15,59,707.1
9,72,4,4,15,36,505.4
6,66,5,11,3,57,568.9
11,84,5,3,4,85,780.7
3,43,7,8,9,51,486.5
1,61,5,3,13,91,755.3
4,65,9,5,8,59,600.3
9,71,4,2,17,46,561.8
3,63,7,6,19,61,633.1
9,85,4,6,5,54,611.8
7,74,5,8,10,43,538.1
4,76,4,8,20,57,644.7
3,71,5,1,16,70,681.6
10,46,5,5,8,62,554.2
5,72,4,2,2,84,714.8
5,70,5,10,15,82,756
3,94,9,5,19,63,744.7
9,100,6,10,3,87,845.1
4,51,4,9,14,90,732
11,50,6,4,1,76,624.6
5,63,4,8,19,92,796.8
4,47,5,1,16,88,710.6
5,71,5,8,18,66,678.8
7,96,7,6,19,46,657.6
9,77,9,8,15,64,701.2
7,99,7,6,18,94,927.2
5,61,6,11,20,45,548.1
10,73,5,3,16,71,709.5
10,58,7,11,3,54,545.2
7,91,5,8,17,45,623.9
10,59,4,5,3,82,681.8
5,95,7,10,20,81,851.3
3,53,6,5,2,72,600.2
7,72,7,7,17,79,761.5
11,49,5,6,20,50,541.2
11,55,8,9,19,93,809.1
2,43,8,7,4,69,569.7
9,66,9,3,8,84,748.4
10,67,5,11,14,35,496.3
10,100,4,11,8,59,702.5
1,82,7,5,13,83,785.5
6,55,8,9,20,61,626.5
7,98,4,11,1,86,815.2
8,91,5,10,17,66,743.8
10,72,4,2,12,40,516.8
9,87,5,1,20,75,782.7
2,58,9,11,15,70,666.8
11,60,7,8,5,73,660.9
10,61,4,8,15,57,594.7
2,48,7,2,3,63,537.9
5,48,4,8,9,64,563.8
5,48,5,5,18,56,551.2
6,66,5,2,10,91,768.9
3,56,4,7,4,45,461.1
8,83,9,7,17,60,700.8
1,96,5,3,2,57,635.9
6,84,6,1,7,37,518.9
4,47,6,11,10,82,673.6
1,55,7,4,20,40,490.6
7,57,6,2,18,41,500.5
9,100,6,4,20,78,846.2
4,98,9,8,2,73,759.5
4,72,9,2,11,95,825.9
6,40,8,1,14,88,700
3,51,8,11,15,85,725.9
6,45,9,3,4,56,511.8
7,80,8,10,18,82,813.4
11,94,9,7,5,84,831
10,44,8,6,11,76,649.8
10,98,5,6,18,95,926.9
3,55,9,7,8,67,614.7
7,57,7,8,17,74,690.2
3,88,7,3,2,37,514.7
2,57,9,3,13,64,614.4
10,40,6,10,20,82,697.4
4,58,7,8,4,58,555
8,93,6,7,4,37,546.9
9,100,7,10,3,36,569
7,47,4,5,15,78,658.6
1,42,4,4,12,74,598.2
3,97,9,6,7,53,659.1
9,64,7,9,20,58,638.6
1,97,5,6,15,84,835.2
9,44,6,8,1,54,486.4
8,94,7,1,7,91,854.3
1,79,9,6,2,81,738.1
6,58,6,2,8,83,698.5
5,57,8,3,10,84,715.8
6,89,9,6,20,65,751.3
10,92,7,2,19,84,855.8
5,70,5,4,0,75,659.3
6,72,8,6,0,92,776.4
5,86,9,5,7,65,694.9
11,57,7,6,15,71,672.5
5,100,4,6,9,77,788.9
4,96,7,8,1,63,686.3
3,78,4,9,15,38,528.4
3,55,4,5,3,92,710.8
4,55,9,6,18,44,523
9,86,7,6,8,70,726.2
2,77,7,6,2,89,769.3
9,80,4,2,10,69,691.5
1,46,6,4,7,91,695.5
1,53,8,1,6,82,668.8
5,82,5,1,0,55,581.7
6,92,7,1,7,77,767.3
6,87,8,7,16,75,783.5
3,64,8,1,10,35,460.9
7,71,6,6,6,76,699
9,77,8,2,8,46,566.8
11,61,7,6,13,58,606.2
10,98,9,6,4,36,572.4
8,55,9,11,17,81,737.1
6,91,8,3,12,90,859.6
8,68,7,8,4,54,571
5,55,7,11,7,50,517.8
8,51,4,4,14,68,613
10,56,6,7,3,47,491.5
4,76,5,4,0,52,548.8
10,66,4,1,5,63,600.3
8,64,5,6,18,88,782.4
10,52,7,5,11,85,717.7
2,47,9,9,6,77,639.3
5,95,4,9,12,48,628.2
9,44,8,11,6,64,570.8
4,51,8,8,8,92,739
11,80,5,7,0,69,671.9
6,42,7,2,20,43,475.7
1,74,9,8,12,71,704.5
9,72,5,3,18,80,760.8
1,96,9,6,20,73,806.3
5,61,6,10,0,46,484.4
4,89,9,7,19,55,690.1
3,95,8,6,20,52,687.4
6,83,4,5,18,45,593.3
2,48,4,4,17,61,563.7
3,80,4,2,4,58,598.6
5,57,9,9,2,75,650.7
9,89,8,7,1,77,755.5
2,68,9,7,9,84,748.6
10,78,7,4,5,68,680.6
8,66,8,5,18,54,613.4
2,75,8,6,16,47,584.3
11,84,9,11,18,81,833.5
5,56,9,2,12,42,491.8
7,95,4,4,16,71,766.3
8,73,8,4,17,39,547.3
1,85,4,4,10,41,538.9
6,42,7,7,19,78,670.8
1,44,6,7,19,86,706.4
2,53,4,7,12,46,482.8
1,42,9,7,10,75,622.5
11,62,5,2,19,38,506
5,78,6,5,18,74,744.6
10,69,7,10,9,53,591.9
9,89,9,2,2,88,817.8
6,84,6,5,20,35,556.9
11,100,9,6,5,89,875.3
11,62,4,3,6,77,673.1
1,66,9,6,20,89,804.3
1,93,7,5,19,47,640.9
2,49,5,4,4,84,653.4
9,64,4,10,8,87,745.3
3,52,4,9,9,86,694
1,55,7,11,13,76,673.2
5,80,7,8,10,79,758.9
7,73,6,7,16,59,646.7
6,94,5,11,10,78,792.2
1,76,9,1,6,79,725.7
5,100,6,9,10,68,755.2
5,61,9,9,12,69,663.7
6,56,9,6,18,95,810.5
3,62,9,7,5,51,537.5
5,93,6,3,1,60,652.4
7,75,4,5,13,55,609.3
5,88,7,7,15,85,831.7
5,48,4,1,6,46,446.2
5,91,5,1,0,50,581.2
10,41,6,5,1,86,651.8
10,71,5,9,8,54,590
3,95,7,7,17,88,872
1,89,7,1,20,44,611
5,92,8,5,19,57,705.3
9,98,5,8,17,89,890.9
1,61,4,8,17,81,715.5
3,82,5,2,9,64,659
4,52,6,7,7,93,734.1
1,47,7,10,20,42,484.8
1,98,7,5,7,85,824.1
8,40,5,9,1,39,386.7
2,56,5,3,17,46,508.4
8,51,9,1,10,76,661.8
7,43,5,4,10,88,687.8
10,92,9,7,18,48,669.2
10,52,6,1,10,94,754.6
2,70,6,2,9,88,757.4
6,100,4,5,7,46,612.4
6,80,5,9,14,58,651.4
3,98,4,1,7,79,777.1
11,46,8,4,18,87,739.7
2,62,6,3,0,87,698.5
1,63,7,5,19,51,572.9
6,44,9,5,2,35,388.9
5,44,8,10,20,88,741.2
11,56,7,2,11,76,678.6
9,69,8,5,15,92,823.2
1,48,4,9,15,71,615.9
7,45,4,5,16,45,474.5
5,64,9,11,15,76,723.8
5,58,6,10,8,40,469.6
2,55,9,2,18,49,541.7
11,60,7,7,0,75,653.7
3,41,8,6,17,74,636.2
7,49,9,7,5,57,539.5
6,55,5,8,5,57,539.1
2,76,5,10,11,72,699.4
6,54,6,5,2,72,609.2
2,52,9,2,10,83,692.5
2,52,7,7,5,46,469.2
2,71,5,7,13,41,517.1
11,84,6,8,17,71,758.3
3,86,9,7,15,50,638
2,85,6,10,12,89,827.7
4,47,7,7,0,72,584.2
9,82,5,9,5,74,720.8
6,57,5,8,13,69,638.3
1,95,5,2,16,74,772.8
8,75,4,2,12,63,648.3
7,65,5,7,12,73,681.7
10,49,8,10,8,51,521.9
3,70,4,11,5,85,731.3
1,72,9,10,5,60,616.6
5,68,4,3,4,54,545.8
4,44,4,1,20,80,666.8
10,52,4,9,13,59,573.1
8,40,6,3,13,94,727.2
1,62,8,1,3,72,630.6
10,79,7,6,1,73,699.9
1,42,5,4,1,71,548.7
4,42,4,1,16,53,498.7
8,46,7,4,9,55,522.7
5,75,6,8,13,66,678.2
2,74,7,11,18,62,672.2
6,54,4,7,16,73,655.9
5,79,9,1,10,75,734.3
2,42,8,10,6,46,450.6
11,68,7,9,8,91,795.3
11,69,4,6,13,81,743.5
11,78,4,2,3,49,555.7
3,57,5,3,13,62,587.8
9,50,9,7,19,90,775.6
7,82,5,3,19,55,652.7
7,88,9,3,16,50,650.6
11,99,8,5,18,57,734.9
6,77,5,3,16,86,796
8,79,8,3,13,60,666
4,40,6,11,12,49,477.9
8,68,6,5,13,71,687.1
4,49,9,5,15,46,504.6
8,67,9,9,20,38,544.4
9,96,5,1,14,69,756.3
3,70,6,1,18,65,662.3
3,58,7,11,10,95,780.5
11,42,7,9,11,61,562.5
2,75,7,5,10,95,822.3
10,82,6,4,4,66,673.8
3,54,7,2,7,67,593.5
3,72,8,9,5,47,543.5
5,80,4,6,15,71,716.3
5,82,9,9,11,78,772.8
2,90,5,5,5,36,517
10,84,8,4,12,72,748.8
6,65,7,7,6,71,657.1
5,55,4,5,7,93,733.9
6,75,5,8,11,84,768
1,72,8,8,1,90,761.2
5,59,5,2,8,39,453.1
9,52,9,5,12,52,546.4
10,72,6,10,16,82,779.8
2,44,7,8,12,51,497.7
1,76,8,3,15,36,517.8
10,53,8,7,0,83,679.1
11,66,4,3,6,76,679.6
9,62,4,6,12,92,775.6
10,53,4,2,13,69,622.7
9,79,5,6,20,48,616.2
9,43,7,6,16,85,706.9
6,78,5,8,15,46,581.6
8,91,7,5,14,92,879.4
11,58,8,1,16,67,655.3
1,86,5,8,1,41,520.5
10,93,5,9,11,92,875.2
4,43,5,1,2,73,568.5
1,69,6,5,8,79,703.1
8,58,9,6,5,43,490.3
1,70,7,4,5,39,479.1
3,70,7,11,6,38,489.4
4,48,5,2,7,66,563.2
8,92,6,5,2,39,545.7
6,52,5,4,14,90,737.4
10,53,7,7,5,90,730.2
7,94,9,6,10,94,893.8
8,99,9,3,2,86,836
2,85,8,9,15,78,785
10,93,6,4,5,42,578.2
11,49,9,11,10,47,514.3
8,87,6,5,7,38,542.2
3,70,5,3,9,86,745.2
7,76,8,8,9,45,564.9
3,62,7,11,2,49,512.3
7,66,9,7,13,90,799.2
11,45,9,11,18,80,711
2,65,4,11,20,52,583.8
10,41,7,7,20,54,547.2
6,84,9,8,8,35,532.9
3,100,9,7,12,35,587.3
3,52,7,3,8,45,471.1
9,90,8,3,20,63,741.3
7,89,6,2,11,95,869.7
5,99,7,1,13,63,729.7
10,58,6,5,4,58,559
7,40,8,4,5,54,488
9,79,8,11,12,64,696.2
1,71,5,2,12,72,676.2
7,61,4,1,5,39,447.3
6,87,8,3,13,79,790.5
10,68,8,6,10,44,542.4
9,41,6,2,12,40,430.6
1,79,8,10,11,38,532.6
4,77,7,7,15,38,538.2
9,87,5,11,5,41,556.7
4,94,5,7,8,82,798.6
10,50,7,11,16,67,636.9
3,56,9,3,19,43,518.3
9,94,8,1,15,60,717.4
2,90,4,9,11,85,807.3
4,82,8,11,17,86,833.2
6,99,5,5,8,81,809.7
2,47,4,2,2,75,584.3
8,61,9,8,9,55,581.3
8,43,6,10,10,94,734.4
1,50,6,10,1,86,666.8
3,47,8,4,7,94,727.8
10,48,8,11,19,56,585
9,65,4,10,10,67,645.1
5,41,4,7,17,92,722.8
6,55,9,5,19,67,655.7
4,70,8,3,6,82,728.2
10,45,5,10,13,39,447.7
2,92,6,8,6,55,638.9
